config,accepted_worlds_mean,accepted_worlds_std,pass_worlds_mean,pass_worlds_std,repair_worlds_mean,repair_worlds_std,reject_worlds_mean,reject_worlds_std,traceability_failures_mean,traceability_failures_std,combined_ratio_failures_mean,combined_ratio_failures_std,failure_rate_accepted_mean,failure_rate_accepted_std,failure_or_reject_rate_mean,failure_or_reject_rate_std,mean_combined_ratio_mean,mean_combined_ratio_std,mean_traceability_mean,mean_traceability_std,top_cr_driver_spearman_mean,top_cr_driver_spearman_std,generation_seconds_mean,generation_seconds_std,validation_seconds_mean,validation_seconds_std,simulation_seconds_mean,simulation_seconds_std,diagnostics_seconds_mean,diagnostics_seconds_std,total_seconds_mean,total_seconds_std
full,9995.333333333334,0.5773502691897571,8009.0,37.8021163428716,1986.3333333333333,37.607623340665064,4.666666666666667,0.5773502691896257,3593.0,23.895606290697042,0.3333333333333333,0.5773502691896258,0.359501015680576,0.002361444567329959,0.35980000000000006,0.0023259406699225995,0.4435766401062627,0.00044482972364722634,0.9192487138417179,0.0003931988163542695,0.5866127402412217,0.005956106120427351,0.479952966668255,0.18543152046380584,0.006427366669716624,0.0012866293730786431,3.0243836999992104,0.8476853973056837,0.04000036666790644,0.0017925674133689128,3.5929419999980987,1.045027883662787
no_transitions,9995.333333333334,0.5773502691897571,8009.0,37.8021163428716,1986.3333333333333,37.607623340665064,4.666666666666667,0.5773502691896257,3568.3333333333335,25.106440076867443,0.3333333333333333,0.5773502691896258,0.35703319179931436,0.0024802388528347157,0.35733333333333334,0.0024440403706431,0.44318625616187113,0.00037648766563474914,0.9204873569219947,0.0004002762052955105,0.594475558909885,0.008692821266066861,0.4624591333340504,0.05694766237028975,0.004588566664703346,0.0009623190875659138,2.961472099998597,0.1523045142733958,0.032722399999329355,0.003728843696986335,3.501146200001434,0.13015114375875098
no_validator,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,3578.3333333333335,21.50193789716024,0.3333333333333333,0.5773502691896258,0.3578666666666666,0.0021501937897160034,0.3578666666666666,0.0021501937897160034,0.4435605045362694,0.00037675453326866797,0.9193699543758501,0.00040509375380528087,0.586628896206289,0.006456532357844704,0.5283592333313815,0.11911954528236393,0.006280666665891961,0.0011666682674123297,4.115346233336216,0.9588642264083793,0.04792040000029374,0.01590654179653191,4.743178766667067,1.0398834995893678
shared_stream,9994.333333333334,1.527525231652145,7990.0,9.539392014169456,2004.3333333333333,8.504900548115382,5.666666666666667,1.5275252316519465,3518.0,68.24221567329127,0.0,0.0,0.35199988900655144,0.0068610610567690225,0.3523666666666667,0.006916887546673939,0.44292923455256433,0.0005189780491046317,0.9215088561551156,0.002142726771049643,0.5877149426729137,0.007765335407211563,0.5570387333355029,0.07516976663748338,0.00392896666987023,0.0009106593565049499,3.3291523333343016,0.7194788523830761,0.034518900002391696,0.01131937663441987,3.965630566664913,0.8031846989034533
strict_reject,8009.0,37.8021163428716,8009.0,37.8021163428716,0.0,0.0,1991.0,37.8021163428716,2950.0,26.28687885618983,0.0,0.0,0.36833905559722707,0.0033893630817343414,0.4941,0.004158124577258368,0.43628187392527895,0.0001636645052117629,0.9224711314943721,0.0010763959152082277,0.6103835135133653,0.003681701121466613,0.5325483333338829,0.14880991309526811,0.0059603666644155355,0.0025440133450740834,2.606326433335198,0.28393424176919574,0.03141113333064519,0.011360735924856168,3.2108799333291245,0.43925888641316724
